clip_id,song_title,movie,year,decade,composer,singer,umap_1,umap_2
MpkXUeZCk1Y_clip,Adi Alaye Video Song Parasakthi Sivakarthikeyan Sreeleela Sudha Kongara G.V. Pra,Parasakthi,2026,2020,Viswanathan Ramamoorthy,T.M. Soundararajan,3.2128296,4.0658402
MrzkoLKpgLU_clip,Mallipoo Video Song VTK HDR Silambarasan TR Gautham Vasudev Menon @ARRahman Vels,I,2022,2020,A.R. Rahman,A.R. Rahman; Others,4.0343094,3.8423545
My_S68DAAPg_clip,Manithan Aval Video Udhayanidhi Santhosh Narayanan,I,2016,2010,A.R. Rahman,A.R. Rahman; Others,1.5989947,5.350869
N1d349JBDjY_clip,"Pudhu Velai Mazhai Audio Song Roja Tamil Movie Aravind Swamy,Madhubala Mani Rath",Roja,1992,1990,A.R. Rahman,S.P. Balasubrahmanyam; K.S. Chithra,1.2326322,3.9644437
NM600z8McII_clip,"Engeyum Kaadhal Lolita Video Jayam Ravi, Hansika Harris",Kadal Meengal,2012,2010,M.S. Viswanathan,T.M. Soundararajan,2.8074079,4.9303007
NNBLpKtsdgo_clip,Otha Ruba Tharen Full Video Song Naattu Purapaatu Khushboo Tamil Classic Song,I,1997,1990,A.R. Rahman,A.R. Rahman; Others,4.3619337,3.6570377
NOeMYlFuEmk_clip,"Thalaivaa Yaar Indha Saalai Oram Video Vijay, Amala Paul G.V. Prakash Kumar",I,2014,2010,A.R. Rahman,A.R. Rahman; Others,1.8200564,4.7058163
NRiF7j6BcnA_clip,Uyire Un Uyirena Video Song Zero Ashwin Sshivada Anirudh Nivas K Prasanna Kabila,I,2016,2010,A.R. Rahman,A.R. Rahman; Others,0.3704036,5.72942
NU4PVB5f_Uk_clip,Ninaithale Inikkum Azhagaai Pookkuthey Video Vijay Antony,I,2009,2000,A.R. Rahman,A.R. Rahman; Others,0.33907548,4.2190347
N_iW0VC3IdI_clip,NGK Anbae Peranbae Video Suriya Yuvan Shankar Raja Selvaraghavan,I,2018,2010,A.R. Rahman,A.R. Rahman; Others,0.68163115,3.7770343
Nlahu7THMRY_clip,Kadhal Desam,Kadhal Desam,1995,1990,A.R. Rahman,S. Janaki,1.0040926,4.213837
O4OqlkXC4PQ_clip,"Kodi Sirukki Vaasam Tamil Lyric Dhanush, Trisha Santhosh Narayanan",I,2016,2010,A.R. Rahman,A.R. Rahman; Others,2.6623154,5.5143094
O78Y6VnKeL8_clip,Otha Sollaala 4K Video Song Aadukalam Dhanush G. V. Prakash Kumar Sun Music,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,4.6879005,4.2313285
OXHTlMPbX7o_clip,Powerhouse Official Lyric Video Coolie Superstar Rajinikanth Sun Pictures Lokesh,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,4.66162,5.512041
OXr4FihKktc_clip,Kedi Billa Killadi Ranga Sudasuda Video Sivakarthikeyan,I,2013,2010,A.R. Rahman,A.R. Rahman; Others,1.3349624,4.0598273
OkJkjyVFX8E_clip,Chakku Chakku Vathikuchi Asuran Movie Video Songs Roja Adithyan Superhit Old Tam,Roja,1995,1990,A.R. Rahman,S.P. Balasubrahmanyam; K.S. Chithra,4.035641,3.8034632
P62yvqH43PU_clip,Nalam Nalamariya Aval Video Song Kadhal Kottai Song SPB Anuradha Sriram Tamil Me,I,1996,1990,A.R. Rahman,A.R. Rahman; Others,1.0772843,2.708896
P6z1zU3UxWU_clip,"Bogan Senthoora Video Jayam Ravi, Hansika Imman Latest Tamil Hit 2017",I,2017,2010,A.R. Rahman,A.R. Rahman; Others,1.7495453,3.774403
P9jP7GM6ZDY_clip,Vinothamanavale Video Song Lovely Tamil Movie Songs Karthik Malavika Deva Pyrami,I,2001,2000,A.R. Rahman,A.R. Rahman; Others,0.7757029,2.3914688
PBPQhR9YrgY_clip,Mei Nigara Video Song 24 Tamil Movie Suriya Samantha Sid Sriram Jonita Gandhi A.,I,2016,2010,A.R. Rahman,A.R. Rahman; Others,1.6757119,6.0092483
PhxfspwMdww_clip,JollyO Gymkhana Video Song Beast Thalapathy Vijay Pooja Hegde Sun Pictures Nelso,I,2022,2020,A.R. Rahman,A.R. Rahman; Others,4.6539226,4.517503
Pj-qgL2nKvs_clip,Meghamai Vanthu Pogiren Video Song Thullatha Manamum Thullum Vijay Simran Sun Mu,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,0.6126991,2.4776902
Ptt0K0iYeF8_clip,Vizhamaley Video Song Student No.1 Tamil Movie Songs Sibi Raj Sherin Pyramid Mus,I,2001,2000,A.R. Rahman,A.R. Rahman; Others,1.1570058,2.077602
PxeWnxEK_Ok_clip,Saattai Adi Raangi Video Imman,I,2012,2010,A.R. Rahman,A.R. Rahman; Others,2.35036,5.711369
Q-A62p6sJ5E_clip,"Sema Songs Sandalee Video Song G.V. Prakash Kumar, Arthana Binu Valliganth Pandi",I,2017,2010,A.R. Rahman,A.R. Rahman; Others,3.8847873,5.0250635
QDc7NgaRj30_clip,மத்தாளம் கொட்டுதடி மனசு Mathalam Kottuthadi Manasu Hd Video Song Tamil Cinema So,I,1994,1990,A.R. Rahman,A.R. Rahman; Others,3.9704163,3.0569615
QUoJIknUk-A_clip,DARBAR (Tamil) Tharam Maara Single (Video Song) Rajinikanth AR Murugadoss Anirud,I,2019,2010,A.R. Rahman,A.R. Rahman; Others,4.44715,5.8700595
QvMXKP1awYM_clip,"Un Mela Aasadhaan Video Karthi G.V. Prakash Kumar Dhanush Andrea, Reema Sen",I,2009,2000,A.R. Rahman,A.R. Rahman; Others,4.0959992,5.765469
RCXzH27eOIA_clip,Velai Illa Pattadhaari #D25 #VIP Udhungada Sangu Full Video Song,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,5.47399,4.9855595
RbZEd_RCrd8_clip,"Sundari Kannal Song Lyrics Tamil Thalapathi Tamil Movie Songs Rajanikanth, Shoba",I,1991,1990,A.R. Rahman,A.R. Rahman; Others,0.8872939,1.9073704
Ro59iCBNBdI_clip,"Thegidi Songs Vinmeen Video Song Ashok Selvan, Janani Iyer Nivas K Prasanna",I,2014,2010,A.R. Rahman,A.R. Rahman; Others,0.7560326,5.0635953
SDAMyv1hbCo_clip,"Oru Naal Koothu Songs Adiyae Azhagae Video Song Dinesh, Nivetha Pethuraj Justin ",I,2015,2010,A.R. Rahman,A.R. Rahman; Others,1.9654102,6.0074534
SJ8QlOoxM3U_clip,Velli Nilave Song Nandhavana Theru Ilaiyaraaja Karthik 90s Hits Tamil Melody Son,I,1995,1990,A.R. Rahman,A.R. Rahman; Others,1.3942888,2.3702812
SPSxYjPUFO0_clip,AANDAVAN YAARAIYUM VITTATHILLAI KOVIL MANIYOSAI KJ YESUDAS SUPER HIT SONG VIJAY ,I,1993,1990,A.R. Rahman,A.R. Rahman; Others,1.5603945,2.0864577
SVSeLP48Al0_clip,Kannung Kannudhan Song Thiruppatchi Tamil Movie Vijay Trisha Mani Sharma Premji,I,2004,2000,A.R. Rahman,A.R. Rahman; Others,2.8658614,4.221496
Syudrp4bRbc_clip,Pongalukku Vangithanda Video Song Kalakalappu Tamil Movie Songs Napoleon Jaya Se,I,2001,2000,A.R. Rahman,A.R. Rahman; Others,4.2960973,3.9541297
TFeCKQHKC_w_clip,Five Star Thiru Thiruda song,I,2003,2000,A.R. Rahman,A.R. Rahman; Others,2.6211176,3.7657943
TKeU1bLlAcc_clip,"Petta Ilamai Thirumbudhe Official Video (Tamil) Rajinikanth, Simran Anirudh Ravi",I,2018,2010,A.R. Rahman,A.R. Rahman; Others,1.7348341,6.350555
TT-M6w3DWnQ_clip,Manasukkul Oru Puyal Song with Lyrics Star A.R.Rahman Vairamuthu Tamil HD Audio,I,2001,2000,A.R. Rahman,A.R. Rahman; Others,1.3523632,3.4540894
TkK5fwk5uRU_clip,"Ethir Neechal Velicha Poove Video Sivakarthikeyan, Priya",I,2012,2010,A.R. Rahman,A.R. Rahman; Others,0.54971254,4.387593
TzjBojWZORU_clip,"Thamirabarani Official Video Song Nedunchalai Featuring Aari, Shivada Nair",I,2013,2010,A.R. Rahman,A.R. Rahman; Others,2.9383907,5.0546913
U1JLtpJTe84_clip,"Vazhithunaiye Video Song Dragon Pradeep Ranganathan, Kayadu Ashwath Marimuthu Le",I,2025,2020,A.R. Rahman,A.R. Rahman; Others,1.1910044,5.35812
U6Yrwzw_wFw_clip,Karuppu Nila Song En Aasai Machan Tamil Movie Songs Vijayakanth Revathi Monica P,I,1994,1990,A.R. Rahman,A.R. Rahman; Others,1.7215145,1.3785926
UFyLGow82Rw_clip,Mayya Mayya 8K 4K Video Song Guru (Tamil) A.R. Rahman Chinmayi,I,2006,2000,A.R. Rahman,A.R. Rahman; Others,2.364888,4.370678
UPQZ4vuvW2s_clip,Munbe Vaa HD Video Song Sillunu Oru Kadhal Tamil Movie Suriya Bhumika Jyothika A,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,0.5155318,2.9200115
USDI6SxZMKw_clip,"Kadhal Rojave A R Rahman Arvind Swamy, Madhoo Roja (1992) Tamil Video Song Super",Roja,1992,1990,A.R. Rahman,S.P. Balasubrahmanyam; K.S. Chithra,0.4120998,4.2432585
Ue5GbzWXZpY_clip,Thendral Vanthu Theendumbothu Video Song Avatharam Tamil Movie Songs தென்றல் வந்,Nallavanukku Nallavan,1995,1990,Ilaiyaraaja,S. Janaki,1.0817392,4.493348
V6uB5yfS2dg_clip,Sollamalae HD Video Song சொல்லாமலே யார் பார்த்தது Poove Unakkaga Vijay Sangita S,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,1.4679615,3.9194798
V8D5P04kZ_M_clip,"Diesel Beer Song Music Video Harish Kalyan, Athulyaa Dhibu Ninan Thomas Shanmuga",I,2023,2020,A.R. Rahman,A.R. Rahman; Others,3.0949147,4.053804
VCSXvrOaxDs_clip,Aaru Tamil Movie Soda Bottle Video Song Suriya Trisha Devi Sri Prasad Hari,I,2005,2000,A.R. Rahman,A.R. Rahman; Others,5.1323757,4.4320536
VTmmVEBu6Gs_clip,Wagah Yedho Maayam Saeigirai Tamil Video Vikram Prabhu D. Imman,I,2016,2010,A.R. Rahman,A.R. Rahman; Others,1.0696316,5.295377
VU23OPQ1Pmc_clip,@SaiAbhyankkar Katchi Sera (Music Video) Samyuktha Ken Royson Think Indie,I,2024,2020,A.R. Rahman,A.R. Rahman; Others,2.6470714,5.9856586
VkoXNF01HdM_clip,Urvasi Urvasi 4K Song Kadhalan Video Songs 4K Remastered A.R.Rahman,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,3.0739043,5.36549
VpJDmKKz3yg_clip,Rummy Koodamela Koodavechi Video Imman Vijay Sethupathi,Muthalvar,2019,2010,M.S. Viswanathan,T.M. Soundararajan,2.418619,5.718271
Wq-S2FQAh_w_clip,Maryan Kadal Raasa Naan Full Video,Maryan,2013,2010,A.R. Rahman,Jey; Others,3.1880617,3.7558143
Wxqu1eVJ4Vs_clip,Mersal Mersal Arasan Tamil Video Vijay A.R. Rahman,I,2017,2010,A.R. Rahman,A.R. Rahman; Others,5.334685,5.1305437
Wy-JHYQp7Qc_clip,Vel Ottraikkannale Video Song Yuvanshankar Raja Suriya Asin,I,2007,2000,A.R. Rahman,A.R. Rahman; Others,1.9840235,6.227894
XLqosCaQ-kw_clip,"Engeyum Kaadhal Thee Illai Video Jayam Ravi, Hansika Harris Jayaraj",Kadal Meengal,2000,2000,M.S. Viswanathan,T.M. Soundararajan,1.0607163,5.5349407
Y-fOWFpadh4_clip,ஊரைத் தெரிஞ்சுக்கிட்டேன் உலகம் புரிஞ்சுக்கிட்டேன் HD Video Song Oora Therinchiki,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,2.4459217,1.8032386
Y3-PeuQ7nvY_clip,"Vikram Vedha Songs Yaanji Video Song R. Madhavan, Vijay Sethupathi Sam C.S Aniru",I,2017,2010,A.R. Rahman,A.R. Rahman; Others,2.7178526,5.2800493
YNRvZOFV6eU_clip,"Jodhaa Akbar (Tamil) Muzhumadhi Video @A.R. Rahman Hrithik Roshan, AishwaryaRai",I,2007,2000,A.R. Rahman,A.R. Rahman; Others,0.3596192,3.9145412
YQ6ShcAU_dQ_clip,Aathi Video Song Kaththi Vijay Samantha Ruth Prabhu Anirudh Ravichander A.R.Muru,I,2014,2010,A.R. Rahman,A.R. Rahman; Others,1.8050586,6.482335
YR12Z8f1Dh8_clip,Why This Kolaveri Di,3,2011,2010,Anirudh,Anirudh,4.129525,4.406912
Yh_W3SlFC8s_clip,Theri,Theri,2016,2010,Anirudh,Anirudh,5.0268493,4.114657
Z1pVeBu3PII_clip,Madai Thiranthu Hit Track Full Audio Vallavan Yogi And Natchatra New Tamil Song ,I,2025,2020,A.R. Rahman,A.R. Rahman; Others,4.2085543,5.826347
ZVx_ELdttg8_clip,Thaanaa Serndha Koottam Sodakku Tamil Lyric Suriya Anirudh l Vignesh ShivN,I,2017,2010,A.R. Rahman,A.R. Rahman; Others,5.1311,4.473312
ZWuzH0fW8l0_clip,Netrikann Idhuvum Kadandhu Pogum Video Nayanthara Vignesh Shivan Girishh,I,2021,2020,A.R. Rahman,A.R. Rahman; Others,0.40106845,5.58211
Zl7B70EQeVo_clip,Thangamagan Tak Bak Video Anirudh Ravichander Dhanush,I,2015,2010,A.R. Rahman,A.R. Rahman; Others,4.9037824,5.1599016
Zllqm2zHmpA_clip,En Kannu Kulla Video Song Appuchi Graamam Vishal Chandrasekhar Vi.Anand,I,2014,2010,A.R. Rahman,A.R. Rahman; Others,2.7990093,5.8228703
Zr6TMhjBbWk_clip,வெளிச்ச பூவே வெளிச்ச பூவே தமிழ் பாடல்வரிகள் சிவகார்த்திகேயன்,,2012,2010,,,0.52854204,4.2312484
_-aHiqnd8Z4_clip,Kadhal Kavithaigal Song Gopura Vasalile Tamil Movie SP Balasubramaniam Ilaiyaraa,I,1991,1990,A.R. Rahman,A.R. Rahman; Others,0.8523239,2.851611
_-pdljs3KJA_clip,Yuvanshankar Raja Goa Idhu Varai Video,I,2010,2010,A.R. Rahman,A.R. Rahman; Others,1.0229023,4.860488
_6vQwbJMGxs_clip,Kadal Magudi Magudi Video A.R. Rahman,Kadal,2012,2010,A.R. Rahman,Mohan; Others,2.8632536,6.281533
_BzjZqUL1fM_clip,Aayutha Ezhuthu Yaakkai Thiri Video A.R. Rahman Suriya,I,2004,2000,A.R. Rahman,A.R. Rahman; Others,0.5597869,4.421573
_Q_gGtu62Zo_clip,Oh Senyoreeta Video Song Poovellam Kettupar Tamil Movie Songs Suriya Jyothika Yu,I,1990,1990,A.R. Rahman,A.R. Rahman; Others,4.2565627,4.4621873
_dgF3V0KK8E_clip,"Nache Nache Video Song The RajaSaab (Tamil) Prabhas, Malavika M, Nidhhi A, Riddh",I,2026,2020,A.R. Rahman,A.R. Rahman; Others,4.2504807,5.2588887
_f8dMFzYRCE_clip,Guru (Tamil) Aaruyirae Video A.R. Rahman,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,1.6316965,4.753986
a3Ue-LN5B9U_clip,@SaiAbhyankkar Aasa Kooda (Music Video) Thejo Bharathwaj Preity Mukundhan Sai Sm,Muthalvar,2024,2020,M.S. Viswanathan,T.M. Soundararajan,2.4804668,6.1748996
aQvurkWZHQw_clip,"Vettaikaaran Chinna Thamarai Video Song Vijay, Anushka Vijay Antony",I,2009,2000,A.R. Rahman,A.R. Rahman; Others,1.5076208,5.8752327
aSpl3a8Kt00_clip,"Kumki Onnum Puriyala Video Vikram Prabhu, Lakshmi Menon D. Imman",I,2012,2010,A.R. Rahman,A.R. Rahman; Others,1.7818248,6.1646967
aTmCZC_28uI_clip,"Vandhaan Vendraan Anjana Anjana Tamil Video Jiiva, Taapsee",I,2011,2010,A.R. Rahman,A.R. Rahman; Others,1.3646806,6.029275
aXAI4QTvk2k_clip,'ONNAM CLASS' Full Song in HD ALEXPANDIAN,I,2013,2010,A.R. Rahman,A.R. Rahman; Others,4.8096666,5.6567345
avoafrfTgPU_clip,Vel Kovakkara Kiliye Video Yuvanshankar Raja Suriya,I,2007,2000,A.R. Rahman,A.R. Rahman; Others,2.8046772,4.0710006
ay92dzwAHZc_clip,"Kadaikutty Singam Adivellakkaara Velaayi Video Tamil Video Karthi, Sayyeshaa D. ",I,2018,2010,A.R. Rahman,A.R. Rahman; Others,2.6194813,3.6204855
b-GRrkfypfM_clip,Pattuduthei,Kalyana Parisu,1951,1950,M.S. Viswanathan,T.M. Soundararajan,0.7376653,1.9031011
b68HETiNO98_clip,@SaiAbhyankkar Pavazha Malli (Music Video) Kayadu Shruti Haasan Vivek Thejo Thin,I,2026,2020,A.R. Rahman,A.R. Rahman; Others,4.8704615,4.3096123
bDUXDJ7IC-g_clip,Margazhi Poove Video Song AR Rahman Tamil Hits Shobha Shankar Pyramid Glitz Musi,I,1994,1990,A.R. Rahman,A.R. Rahman; Others,1.6890178,2.909208
bFew8mgQJ9o_clip,Kaadhal Ennulle Official Video Song Neram (Tamil) Nivin Pauly Nazriya Nazim Alph,Kadal Meengal,2013,2010,M.S. Viswanathan,T.M. Soundararajan,0.473561,5.5065494
bFlSwm1mzDo_clip,தனியே பாடல் ரிதம் தமிழ் திரைப்படப்பாடல்கள் ஷங்கர் மஹாதேவன் மீனா நாகேந்திர பிரசாத,,2000,2000,,,1.7579005,4.8071113
bLbfmYgYEK0_clip,Theeratha Vilayattu Pillai En Jannal Vandha Video Yuvanshankar Raja Vishal,I,2009,2000,A.R. Rahman,A.R. Rahman; Others,2.1243992,5.4404488
bXCIlynWzxw_clip,"Katrin Mozhi with Lyrics Mozhi Vidyasagar Vairamuthu Prithviraj, Jyothika HD Son",I,2002,2000,A.R. Rahman,A.R. Rahman; Others,0.579946,3.458763
cEWwJxEq9Lg_clip,Megham Karukatha Official Video Song Thiruchitrambalam Dhanush Anirudh Sun Pictu,I,2022,2020,A.R. Rahman,A.R. Rahman; Others,2.3988502,5.0647206
cNbvenSJYA8_clip,"Settai Edhathan Kandutte Video Arya, Hansika S. Thaman",I,2013,2010,A.R. Rahman,A.R. Rahman; Others,4.6204214,4.243069
cVuZJTanBxI_clip,"Pen Kiliye Pen Kiliye HD Video Songs # Sandhitha Velai # Tamil Songs # Karthik,R",Roja,2001,2000,A.R. Rahman,S.P. Balasubrahmanyam; K.S. Chithra,2.0581675,2.4767747
clq0jpwSLeY_clip,Jana Tamil Movie Songs Thithi Thidavae Video Song Ajith Sneha Dhina Pyramid Glit,I,2004,2000,A.R. Rahman,A.R. Rahman; Others,1.3213001,5.1705956
conk9Etl_vE_clip,Ennavale Adi Ennavale 4K Song Kadhalan Video Songs 4K Remastered A.R.Rahman,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,0.21459807,3.1696913
cpsGYsjhh-U_clip,Ooty Malai Beauty Video Song Once More Tamil Movie Songs Vijay Anju Aravind Simr,I,1997,1990,A.R. Rahman,A.R. Rahman; Others,4.018903,3.6418693
cs1KR_07gfs_clip,Naan Pudicha Kiliye Video Song Rasukutty Tamil Movie Songs K Bhagyaraj Aishwarya,I,1992,1990,A.R. Rahman,A.R. Rahman; Others,2.013515,1.9706142
d-pLEZJPBbs_clip,Kulicha Kuthalam Video Song Duet Tamil Movie Songs Prabhu Meenakshi Seshadri AR ,I,1994,1990,A.R. Rahman,A.R. Rahman; Others,4.4303837,3.6544628
d8X7WF06Q4E_clip,Vijay Hits Thendral Varum Full Video Song 4K Friends Movie Songs Vijay Devayani,Nallavanukku Nallavan,2001,2000,Ilaiyaraaja,S. Janaki,1.2073702,4.47051
dCfeZhdvnx8_clip,Chellamae Tamil Movie Video Songs Kadhalikkum Aasai Song Vishal Reema Sen Bharat,I,2004,2000,A.R. Rahman,A.R. Rahman; Others,1.3756624,5.114578
dZDouiuljuE_clip,En Kadhale Video Song Duet Tamil Movie Songs Prabhu Ramesh Meenakshi Seshadri AR,I,1992,1990,A.R. Rahman,A.R. Rahman; Others,0.42017892,3.3038359
daZ2pecUubQ_clip,"Kodi Ei Suzhali Tamil Video Dhanush, Trisha Santhosh Narayanan",I,2013,2010,A.R. Rahman,A.R. Rahman; Others,4.0743966,4.189901
dnDrd12ua8k_clip,Aayitha Ezhuthu Sandai Kozhi Tamil Lyric Video A.R. Rahman,I,2004,2000,A.R. Rahman,A.R. Rahman; Others,3.4230103,3.2957768
dojDiUyL8G8_clip,Thenmadurai Vaigai Nadhi Video Songs Tamil Old Hits Tamil Melody Songs Tamil vid,I,1990,1990,A.R. Rahman,A.R. Rahman; Others,2.021713,1.41204
dsrku40uZMc_clip,"Imaikkaa Nodigal Vilambara Idaiveli Video Song Hiphop Tamizha Atharvaa, Raashi K",I,2018,2010,A.R. Rahman,A.R. Rahman; Others,1.7878182,6.386103
dvWdFMCC1-I_clip,"Lubber Pandhu Chillanjirukkiye Video Song Harish Kalyan, Attakathi Dinesh Sean R",I,2023,2020,A.R. Rahman,A.R. Rahman; Others,2.8033748,5.569228
e_GJHaYTiQ8_clip,Kanden Kadhalai Venpanju Video Vidyasagar,I,2009,2000,A.R. Rahman,A.R. Rahman; Others,1.3532286,5.5512905
edVZZ2w9Bkk_clip,Full Video: Kannumuzhi Mask Vetri Maaran GV Prakash Kumar Kavin Andrea J Ruhani ,Vetri,2026,2020,Viswanathan Ramamoorthy,T.M. Soundararajan,2.079091,4.827215
enyNoqR4so4_clip,En Mannavva Video Song Lingaa Rajinikanth Anushka Shetty A. R. Rahman K. S. Ravi,I,2014,2010,A.R. Rahman,A.R. Rahman; Others,1.2527866,3.7340062
es-5OLRrUf8_clip,"Velaikkaran Karuthavanlaam Galeejaam Video Sivakarthikeyan, Nayanthara Anirudh",I,2017,2010,A.R. Rahman,A.R. Rahman; Others,5.5744076,4.946345
eyLxj5M8AGc_clip,Thillana Thillana Video Song Muthu 1995 Rajinikanth Meena Tamil Video Song.,I,1995,1990,A.R. Rahman,A.R. Rahman; Others,3.7680225,3.3075566
fESe8b-H6BQ_clip,Priyanka Tamil Movie Songs Vettukili Vetti Vantha Video Song Revathi Jayaram Ila,I,1994,1990,A.R. Rahman,A.R. Rahman; Others,2.5881207,2.6248374
ffIUZb8ThuQ_clip,Yappa Chappa Video Song Kanithan Atharvaa Catherine Tresa Anirudh Drums Sivamani,I,2016,2010,A.R. Rahman,A.R. Rahman; Others,4.911277,4.988317
flaxyEg2Ghg_clip,Nenthukiten Song with Lyrics Star A R Rahman Hits Romantic Song,I,2008,2000,A.R. Rahman,A.R. Rahman; Others,2.6950839,3.3462636
foi_2Id7uaw_clip,Konji Pesida Venaam Video Song Sethupathi Vijay Sethupathi Remya Nambeesan Nivas,I,2016,2010,A.R. Rahman,A.R. Rahman; Others,0.2656494,4.558607
fq6egtAzaQM_clip,"Ko Ennamo Yeadho Video Jiiva, Karthika Harris",I,2006,2000,A.R. Rahman,A.R. Rahman; Others,1.0759008,5.10264
fs3GKf8gX9I_clip,"Suraa Vangakadal Yellai Video Song Vijay, Tamannaah Mani Sharma",Kadal,2000,2000,A.R. Rahman,Mohan; Others,4.6674013,3.9797864
fsjC3wLhJy4_clip,Ullam Ketkume Tamil Movie Songs Ennai Pandhada Video Song Shaam Asin Laila Harri,I,2005,2000,A.R. Rahman,A.R. Rahman; Others,0.40263247,3.7575788
gB1gPmtDohY_clip,"Thaarame Thaarame Video Song Kadaram Kondan Abi Hassan, Akshara Haasan Sid Srira",I,2000,2000,A.R. Rahman,A.R. Rahman; Others,0.5448907,5.690576
gRjKULlhot4_clip,"Karna Malare Mounama Video Arjun, Ranjitha Vidyasagar",I,1994,1990,A.R. Rahman,A.R. Rahman; Others,1.1831607,2.82245
gUcSm8A-bgE_clip,"Kaaviyathalaivan Aye Mr. Minor Video A.R.Rahman Siddharth, Prithviraj",I,2014,2010,A.R. Rahman,A.R. Rahman; Others,2.7891498,5.9196844
ggDIfPzKMdM_clip,Engeyum Eppothum Video Song Polladhavan Dhanush G.V. Prakash Sun Music,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,5.2726755,5.1712227
hF4-jtqhl3U_clip,Coolie Tamil Movie Songs HD Poo Poova Video Song Sarathkumar Meena Pyramid Glitz,I,1995,1990,A.R. Rahman,A.R. Rahman; Others,2.1642451,1.24064
hOt7ypxF0Rc_clip,Minnalgal Koothadum Video Song Polladhavan Dhanush G.V. Prakash Sun Music,I,2007,2000,A.R. Rahman,A.R. Rahman; Others,0.775741,5.063256
hhpzmDOIo8E_clip,Oru Kola Kili Video Song HD Uzhaippali Tamil Movie Songs Rajinikanth Roja Ilayar,Roja,1993,1990,A.R. Rahman,S.P. Balasubrahmanyam; K.S. Chithra,1.9283376,1.9083781
iG7wrYO0IX0_clip,"Meesaya Murukku Songs Enna Nadanthalum Video Song Hiphop Tamizha, Aathmika, Vive",I,2017,2010,A.R. Rahman,A.R. Rahman; Others,0.6885728,5.923409
iHagLitT-nI_clip,"Thani Oruvan Kannala Kannala Video Jayam Ravi, Nayanthara Hip Hop Tamizha",I,2015,2010,A.R. Rahman,A.R. Rahman; Others,2.7786813,5.645976
i_5-HDISq5o_clip,Vellai Rojave Video Song Nanbargal Tamil Movie Songs Neeraj Mamta Kulkarni Vivek,Roja,1991,1990,A.R. Rahman,S.P. Balasubrahmanyam; K.S. Chithra,2.4095275,2.6055527
iz8mFge1cQ8_clip,Ayyanar Aathadi Aathadi Video SS Thaman,I,2010,2010,A.R. Rahman,A.R. Rahman; Others,2.2526684,6.2871575
izbydia9jz4_clip,"Narivetta Minnalvala Video Song Tovino Thomas, Anuraj Manohar, Jakes Bejoy, Sid ",I,2025,2020,A.R. Rahman,A.R. Rahman; Others,2.3385487,5.133913
j53zKmLgABQ_clip,Kaalamellam Kadhal Vazhga Tamil Movie Songs Vennilave Vennilave Video Song வெண்ண,I,1996,1990,A.R. Rahman,A.R. Rahman; Others,2.7508066,2.571912
jCafZht8yMA_clip,"Mersal Neethanae Tamil Lyric Video Vijay, Samantha A R Rahman Atlee",I,2017,2010,A.R. Rahman,A.R. Rahman; Others,0.6069442,5.195164
jKAWcPoniJo_clip,"Pazhani Thiruvaroor Therae Video Bharath, Kajal Agarwal Srikanth Deva",I,2008,2000,A.R. Rahman,A.R. Rahman; Others,4.5977225,3.628538
jLg8-kLnV-c_clip,Sigaram Thodu Pidikkudhae Video Vikram Prabhu D. Imman,I,2014,2010,A.R. Rahman,A.R. Rahman; Others,1.5128528,6.2833676
jO2CTKMHrQ8_clip,Oru Murai Piranthen 4K Video Song ஒரு முறை பிறந்தேன் Nenjirukkum Varai Narain Po,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,-0.08613444,3.8975775
jQk2G5mZShc_clip,மெதுவா தந்தி அடிச்சனே Methuva Thanthi adichane Song HD 1080p Thalattu 1993 Tamil,I,1993,1990,A.R. Rahman,A.R. Rahman; Others,2.5265317,2.757586
jRDCWQP7rjI_clip,Naan Un Video Song 24 Tamil Movie Suriya Samantha Nithya Menen A.R. Rahman Vikra,I,2016,2010,A.R. Rahman,A.R. Rahman; Others,0.29417264,5.4201202
jZEA2mMwL1k_clip,Mutta Kalakki Music Video Youth Ken Karunaas Suraj Venjaramoodu GV Prakash Kumar,I,2026,2020,A.R. Rahman,A.R. Rahman; Others,3.1624637,5.149506
jkjbyol43U8_clip,"Venghai Pudikale Pudikudhu Video Dhanush, Tamannah DSP",I,2011,2010,A.R. Rahman,A.R. Rahman; Others,4.0137935,4.395153
k73w-k9_e7g_clip,Thenmozhi Official Video Song Thiruchitrambalam Dhanush Anirudh Sun Pictures,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,2.976477,6.343685
kBc4CvJKpEE_clip,"Sarkar OMG Ponnu Song Video (Tamil) Thalapathy Vijay, Keerthy Suresh @ARRahman",I,2018,2010,A.R. Rahman,A.R. Rahman; Others,4.2396173,5.85913
